OP;Ref;Coleccion;UndProg;UndCort;FechaCorte;Estado de integracion;Bodega Despacho;InvPlanta;NombrePlanta;FSalidaConf;FEntregaConf;Proceso;InvBPT;Saldo BPT;Descripcion;Cuento;Genero;Tipo Tejido; pvp ; TEMPLO DE LA MODA ; BARRANCA ; VALOR FACTURACION  
5828;MV7183;MODA UNIVERSO 2026 1;200;0;;No;0;0;;;;;0;0;VESTIDOS;MODAFRESCA;DAMA;NA; $ 62.990 ; $ 25.543 ; $ 22.580 ; $ -   
5829;ME1599;MODA UNIVERSO 2026 1;312;0;;No;0;0;;;;;0;0;ENTERIZO;MODAFRESCA;DAMA;NA; $ 39.990 ; $ 15.257 ; $ 13.487 ; $ -   
5830;600858;LINEA UNIVERSO;229;0;;No;0;0;;;;;0;0;SHORT;BASICO;DAMA;PUNTO; $ 19.900 ; $ 9.357 ; $ 8.272 ; $ -   
5831;U24646;MODA UNIVERSO 2026 1;210;0;;No;0;0;;;;;0;0;CAMISETAS;DEPORTIVO;HOMBRE;NA; $ 38.990 ; $ 17.885 ; $ 15.811 ; $ -   
5832;809598;LINEA UNIVERSO;540;0;;No;0;0;;;;;0;0;BLUSAS;BASICO;DAMA;PLANO; $ 26.900 ; $ 12.274 ; $ 10.850 ; $ -   
5833;809598;LINEA UNIVERSO;510;0;;No;0;0;;;;;0;0;BLUSAS;BASICO;DAMA;PLANO; $ 26.900 ; $ 12.274 ; $ 10.850 ; $ -   
5834;IC0078;LINEA UNIVERSO;462;0;;No;0;0;;;;;0;0;PIJAMAS;INTIMA;DAMA;PUNTO; $ 39.900 ; $ 15.730 ; $ 13.905 ; $ -   
5835;140881;MODA UNIVERSO 2025;420;0;;No;0;0;;;;;0;0;ENTERIZO;BASICO;DAMA;PUNTO; $ 59.900 ; $ 24.030 ; $ 21.243 ; $ -   
5836;U23049;LINEA UNIVERSO;530;0;;No;0;0;;;;;0;0;CAMISETAS;URBANO;HOMBRE;PUNTO; $ 62.990 ; $ 24.067 ; $ 21.275 ; $ -   
5837;U23049;LINEA UNIVERSO;550;0;;No;0;0;;;;;0;0;CAMISETAS;URBANO;HOMBRE;PUNTO; $ 62.990 ; $ 24.067 ; $ 21.275 ; $ -   
5838;U23049;LINEA UNIVERSO;530;0;;No;0;0;;;;;0;0;CAMISETAS;URBANO;HOMBRE;PUNTO; $ 62.990 ; $ 24.067 ; $ 21.275 ; $ -   
5839;600858;LINEA UNIVERSO;40;0;;No;0;0;;;;;0;0;SHORT;BASICO;DAMA;PUNTO; $ 19.900 ; $ 9.357 ; $ 8.272 ; $ -   
5841;600858;LINEA UNIVERSO;72;0;;No;0;0;;;;;0;0;SHORT;BASICO;DAMA;PUNTO; $ 19.900 ; $ 9.357 ; $ 8.272 ; $ -   
5843;140887;MODA UNIVERSO 2025;384;0;;No;0;0;;;;;0;0;ENTERIZO;BASICO;DAMA;PUNTO; $ 49.900 ; $ 20.922 ; $ 18.495 ; $ -   
5844;D21409;LINEA UNIVERSO;384;0;;No;0;0;;;;;0;0;CAMISETAS;DEPORTIVO;HOMBRE;PUNTO; $ 59.900 ; $ 26.541 ; $ 23.462 ; $ -   
5845;D21409;LINEA UNIVERSO;384;0;;No;0;0;;;;;0;0;CAMISETAS;DEPORTIVO;HOMBRE;PUNTO; $ 59.900 ; $ 26.541 ; $ 23.462 ; $ -   
5846;D21409;LINEA UNIVERSO;384;0;;No;0;0;;;;;0;0;CAMISETAS;DEPORTIVO;HOMBRE;PUNTO; $ 59.900 ; $ 26.541 ; $ 23.462 ; $ -   
5847;140882;MODA UNIVERSO 2025;392;0;;No;0;0;;;;;0;0;ENTERIZO;BASICO;DAMA;PUNTO; $ 49.900 ; $ 20.529 ; $ 18.148 ; $ -   
5848;300555;LINEA UNIVERSO;406;0;;No;0;0;;;;;0;0;VESTIDOS;BASICO;DAMA;PUNTO; $ 32.990 ; $ 12.073 ; $ 10.672 ; $ -   
5849;300555;LINEA UNIVERSO;392;0;;No;0;0;;;;;0;0;VESTIDOS;BASICO;DAMA;PUNTO; $ 32.990 ; $ 12.073 ; $ 10.672 ; $ -   
5850;BOX338;MODA UNIVERSO 2025;6;6;14/04/2026;No;0;6;CORRALES DONCEL MARIA ISABEL;14-abr-26;14-abr-26;CONFECCION;0;6;BOXER PROMOCION;INTIMA;NIÑO;PUNTO; $ 21.990 ; $ 8.926 ; $ 7.890 ; $ 51.691 
